Index,year,statefip,age_cohorts,TotalAll,totalNat,totalFor,TotalWork,workFor,workNat,foreignBorn,nativeBorn,foreignTotalPer,foreignWorkPer
2735,2002,Wisconsin,85+,5294592,5079181,215411,2823977,142786,2681191,2281,65795,0.040685099,0.050562027
2736,2002,Wyoming,0-4,484833,473125,11708,259290,8351,250939,163,30073,0.024148521000000000,0.032207181
2737,2002,Wyoming,5-9,484833,473125,11708,259290,8351,250939,436,31213,0.024148521000000000,0.032207181
2738,2002,Wyoming,10-14,484833,473125,11708,259290,8351,250939,571,35488,0.024148521000000000,0.032207181
2739,2002,Wyoming,15-19,484833,473125,11708,259290,8351,250939,294,36225,0.024148521000000000,0.032207181
2740,2002,Wyoming,20-24,484833,473125,11708,259290,8351,250939,777,34083,0.024148521000000000,0.032207181
2741,2002,Wyoming,25-29,484833,473125,11708,259290,8351,250939,1776,25989,0.024148521000000000,0.032207181
2742,2002,Wyoming,30-34,484833,473125,11708,259290,8351,250939,1102,28040,0.024148521000000000,0.032207181
2743,2002,Wyoming,35-39,484833,473125,11708,259290,8351,250939,1752,30352,0.024148521000000000,0.032207181
2744,2002,Wyoming,40-44,484833,473125,11708,259290,8351,250939,912,39722,0.024148521000000000,0.032207181
2745,2002,Wyoming,45-49,484833,473125,11708,259290,8351,250939,951,40888,0.024148521000000000,0.032207181
2746,2002,Wyoming,50-54,484833,473125,11708,259290,8351,250939,666,37265,0.024148521000000000,0.032207181
2747,2002,Wyoming,55-59,484833,473125,11708,259290,8351,250939,457,28397,0.024148521000000000,0.032207181
2748,2002,Wyoming,60-64,484833,473125,11708,259290,8351,250939,735,20286,0.024148521000000000,0.032207181
2749,2002,Wyoming,65-69,484833,473125,11708,259290,8351,250939,569,16530,0.024148521000000000,0.032207181
2750,2002,Wyoming,70-74,484833,473125,11708,259290,8351,250939,229,13624,0.024148521000000000,0.032207181
2751,2002,Wyoming,75-79,484833,473125,11708,259290,8351,250939,103,12744,0.024148521000000000,0.032207181
2752,2002,Wyoming,80-84,484833,473125,11708,259290,8351,250939,106,8328,0.024148521000000000,0.032207181
2753,2002,Wyoming,85+,484833,473125,11708,259290,8351,250939,109,3878,0.024148521000000000,0.032207181
2754,2003,Alabama,0-4,4385446,4280354,105092,2303940,68463,2235477,2109,295428,0.023963811,0.029715618
2755,2003,Alabama,5-9,4385446,4280354,105092,2303940,68463,2235477,3697,286004,0.023963811,0.029715618
2756,2003,Alabama,10-14,4385446,4280354,105092,2303940,68463,2235477,2886,322730,0.023963811,0.029715618
2757,2003,Alabama,15-19,4385446,4280354,105092,2303940,68463,2235477,8260,295841,0.023963811,0.029715618
2758,2003,Alabama,20-24,4385446,4280354,105092,2303940,68463,2235477,10638,291147,0.023963811,0.029715618
2759,2003,Alabama,25-29,4385446,4280354,105092,2303940,68463,2235477,10834,263395,0.023963811,0.029715618
2760,2003,Alabama,30-34,4385446,4280354,105092,2303940,68463,2235477,18109,281305,0.023963811,0.029715618
2761,2003,Alabama,35-39,4385446,4280354,105092,2303940,68463,2235477,10341,294321,0.023963811,0.029715618
2762,2003,Alabama,40-44,4385446,4280354,105092,2303940,68463,2235477,6758,333005,0.023963811,0.029715618
2763,2003,Alabama,45-49,4385446,4280354,105092,2303940,68463,2235477,9155,327055,0.023963811,0.029715618
2764,2003,Alabama,50-54,4385446,4280354,105092,2303940,68463,2235477,4845,286400,0.023963811,0.029715618
2765,2003,Alabama,55-59,4385446,4280354,105092,2303940,68463,2235477,4962,246129,0.023963811,0.029715618
2766,2003,Alabama,60-64,4385446,4280354,105092,2303940,68463,2235477,3459,203867,0.023963811,0.029715618
2767,2003,Alabama,65-69,4385446,4280354,105092,2303940,68463,2235477,2170,170718,0.023963811,0.029715618
2768,2003,Alabama,70-74,4385446,4280354,105092,2303940,68463,2235477,2855,139121,0.023963811,0.029715618
2769,2003,Alabama,75-79,4385446,4280354,105092,2303940,68463,2235477,849,113726,0.023963811,0.029715618
2770,2003,Alabama,80-84,4385446,4280354,105092,2303940,68463,2235477,2320,74134,0.023963811,0.029715618
2771,2003,Alabama,85+,4385446,4280354,105092,2303940,68463,2235477,845,56028,0.023963811,0.029715618
2772,2003,Alaska,0-4,629832,591579,38253,339477,28823,310654,0,48126,0.060735244,0.084904132
2773,2003,Alaska,5-9,629832,591579,38253,339477,28823,310654,985,44379,0.060735244,0.084904132
2774,2003,Alaska,10-14,629832,591579,38253,339477,28823,310654,1547,58678,0.060735244,0.084904132
2775,2003,Alaska,15-19,629832,591579,38253,339477,28823,310654,2312,54018,0.060735244,0.084904132
2776,2003,Alaska,20-24,629832,591579,38253,339477,28823,310654,1464,39246,0.060735244,0.084904132
2777,2003,Alaska,25-29,629832,591579,38253,339477,28823,310654,3549,33608,0.060735244,0.084904132
2778,2003,Alaska,30-34,629832,591579,38253,339477,28823,310654,3149,38048,0.060735244,0.084904132
2779,2003,Alaska,35-39,629832,591579,38253,339477,28823,310654,4650,43865,0.060735244,0.084904132
2780,2003,Alaska,40-44,629832,591579,38253,339477,28823,310654,4297,48784,0.060735244,0.084904132
2781,2003,Alaska,45-49,629832,591579,38253,339477,28823,310654,3972,53243,0.060735244,0.084904132
2782,2003,Alaska,50-54,629832,591579,38253,339477,28823,310654,3798,44075,0.060735244,0.084904132
2783,2003,Alaska,55-59,629832,591579,38253,339477,28823,310654,3240,29809,0.060735244,0.084904132
2784,2003,Alaska,60-64,629832,591579,38253,339477,28823,310654,2168,19222,0.060735244,0.084904132
2785,2003,Alaska,65-69,629832,591579,38253,339477,28823,310654,1418,13672,0.060735244,0.084904132
2786,2003,Alaska,70-74,629832,591579,38253,339477,28823,310654,829,10311,0.060735244,0.084904132
2787,2003,Alaska,75-79,629832,591579,38253,339477,28823,310654,571,6578,0.060735244,0.084904132
2788,2003,Alaska,80-84,629832,591579,38253,339477,28823,310654,144,2459,0.060735244,0.084904132
2789,2003,Alaska,85+,629832,591579,38253,339477,28823,310654,160,3458,0.060735244,0.084904132
2790,2003,Arizona,0-4,5490147,4715074,775073,2745442,516101,2229341,7626,431377,0.14117527300000000,0.187984667
2791,2003,Arizona,5-9,5490147,4715074,775073,2745442,516101,2229341,26644,389681,0.14117527300000000,0.187984667
2792,2003,Arizona,10-14,5490147,4715074,775073,2745442,516101,2229341,31909,406608,0.14117527300000000,0.187984667
2793,2003,Arizona,15-19,5490147,4715074,775073,2745442,516101,2229341,46432,321732,0.14117527300000000,0.187984667
2794,2003,Arizona,20-24,5490147,4715074,775073,2745442,516101,2229341,76057,321261,0.14117527300000000,0.187984667
2795,2003,Arizona,25-29,5490147,4715074,775073,2745442,516101,2229341,98618,282297,0.14117527300000000,0.187984667
2796,2003,Arizona,30-34,5490147,4715074,775073,2745442,516101,2229341,100422,291769,0.14117527300000000,0.187984667
2797,2003,Arizona,35-39,5490147,4715074,775073,2745442,516101,2229341,85892,270114,0.14117527300000000,0.187984667
2798,2003,Arizona,40-44,5490147,4715074,775073,2745442,516101,2229341,73185,346776,0.14117527300000000,0.187984667
2799,2003,Arizona,45-49,5490147,4715074,775073,2745442,516101,2229341,52780,314113,0.14117527300000000,0.187984667
2800,2003,Arizona,50-54,5490147,4715074,775073,2745442,516101,2229341,42724,268623,0.14117527300000000,0.187984667
2801,2003,Arizona,55-59,5490147,4715074,775073,2745442,516101,2229341,37062,253756,0.14117527300000000,0.187984667
2802,2003,Arizona,60-64,5490147,4715074,775073,2745442,516101,2229341,25418,201893,0.14117527300000000,0.187984667
2803,2003,Arizona,65-69,5490147,4715074,775073,2745442,516101,2229341,23281,169785,0.14117527300000000,0.187984667
2804,2003,Arizona,70-74,5490147,4715074,775073,2745442,516101,2229341,17076,165231,0.14117527300000000,0.187984667
2805,2003,Arizona,75-79,5490147,4715074,775073,2745442,516101,2229341,15472,129600,0.14117527300000000,0.187984667
2806,2003,Arizona,80-84,5490147,4715074,775073,2745442,516101,2229341,9702,93877,0.14117527300000000,0.187984667
2807,2003,Arizona,85+,5490147,4715074,775073,2745442,516101,2229341,4773,56581,0.14117527300000000,0.187984667
2808,2003,Arkansas,0-4,2650703,2568595,82108,1357214,52262,1304952,1967,186562,0.030975934,0.038506824
2809,2003,Arkansas,5-9,2650703,2568595,82108,1357214,52262,1304952,1348,174944,0.030975934,0.038506824
2810,2003,Arkansas,10-14,2650703,2568595,82108,1357214,52262,1304952,4187,190814,0.030975934,0.038506824
2811,2003,Arkansas,15-19,2650703,2568595,82108,1357214,52262,1304952,4059,173425,0.030975934,0.038506824
2812,2003,Arkansas,20-24,2650703,2568595,82108,1357214,52262,1304952,13091,183834,0.030975934,0.038506824
2813,2003,Arkansas,25-29,2650703,2568595,82108,1357214,52262,1304952,10870,162218,0.030975934,0.038506824
2814,2003,Arkansas,30-34,2650703,2568595,82108,1357214,52262,1304952,9603,161535,0.030975934,0.038506824
2815,2003,Arkansas,35-39,2650703,2568595,82108,1357214,52262,1304952,8934,167864,0.030975934,0.038506824
2816,2003,Arkansas,40-44,2650703,2568595,82108,1357214,52262,1304952,6996,195742,0.030975934,0.038506824
2817,2003,Arkansas,45-49,2650703,2568595,82108,1357214,52262,1304952,5693,186132,0.030975934,0.038506824
2818,2003,Arkansas,50-54,2650703,2568595,82108,1357214,52262,1304952,3354,161478,0.030975934,0.038506824
2819,2003,Arkansas,55-59,2650703,2568595,82108,1357214,52262,1304952,4292,143342,0.030975934,0.038506824
2820,2003,Arkansas,60-64,2650703,2568595,82108,1357214,52262,1304952,2520,126641,0.030975934,0.038506824
2821,2003,Arkansas,65-69,2650703,2568595,82108,1357214,52262,1304952,1349,102969,0.030975934,0.038506824
2822,2003,Arkansas,70-74,2650703,2568595,82108,1357214,52262,1304952,1060,92899,0.030975934,0.038506824
2823,2003,Arkansas,75-79,2650703,2568595,82108,1357214,52262,1304952,751,70307,0.030975934,0.038506824
2824,2003,Arkansas,80-84,2650703,2568595,82108,1357214,52262,1304952,598,46997,0.030975934,0.038506824
2825,2003,Arkansas,85+,2650703,2568595,82108,1357214,52262,1304952,1436,40892,0.030975934,0.038506824
2826,2003,California,0-4,34644509,25441244,9203265,18405737,6666060,11739677,72229,2464867,0.265648591,0.362172946
2827,2003,California,5-9,34644509,25441244,9203265,18405737,6666060,11739677,156682,2399697,0.265648591,0.362172946
2828,2003,California,10-14,34644509,25441244,9203265,18405737,6666060,11739677,244905,2505928,0.265648591,0.362172946
2829,2003,California,15-19,34644509,25441244,9203265,18405737,6666060,11739677,435593,1964064,0.265648591,0.362172946
2830,2003,California,20-24,34644509,25441244,9203265,18405737,6666060,11739677,705908,1705626,0.265648591,0.362172946
2831,2003,California,25-29,34644509,25441244,9203265,18405737,6666060,11739677,976880,1491206,0.265648591,0.362172946
2832,2003,California,30-34,34644509,25441244,9203265,18405737,6666060,11739677,1128405,1543779,0.265648591,0.362172946
2833,2003,California,35-39,34644509,25441244,9203265,18405737,6666060,11739677,1096172,1578332,0.265648591,0.362172946
2834,2003,California,40-44,34644509,25441244,9203265,18405737,6666060,11739677,1031512,1761732,0.265648591,0.362172946
2835,2003,California,45-49,34644509,25441244,9203265,18405737,6666060,11739677,830709,1707766,0.265648591,0.362172946
2836,2003,California,50-54,34644509,25441244,9203265,18405737,6666060,11739677,694239,1490404,0.265648591,0.362172946
2837,2003,California,55-59,34644509,25441244,9203265,18405737,6666060,11739677,507572,1243419,0.265648591,0.362172946
2838,2003,California,60-64,34644509,25441244,9203265,18405737,6666060,11739677,400571,923039,0.265648591,0.362172946
2839,2003,California,65-69,34644509,25441244,9203265,18405737,6666060,11739677,302903,701492,0.265648591,0.362172946
2840,2003,California,70-74,34644509,25441244,9203265,18405737,6666060,11739677,238305,647752,0.265648591,0.362172946
2841,2003,California,75-79,34644509,25441244,9203265,18405737,6666060,11739677,171948,574532,0.265648591,0.362172946
2842,2003,California,80-84,34644509,25441244,9203265,18405737,6666060,11739677,120806,433810,0.265648591,0.362172946
2843,2003,California,85+,34644509,25441244,9203265,18405737,6666060,11739677,87926,303799,0.265648591,0.362172946
2844,2003,Colorado,0-4,4447892,4014730,433162,2467269,299077,2168192,10138,314165,0.09738590800000000,0.121217832
2845,2003,Colorado,5-9,4447892,4014730,433162,2467269,299077,2168192,17225,294619,0.09738590800000000,0.121217832
2846,2003,Colorado,10-14,4447892,4014730,433162,2467269,299077,2168192,17535,304236,0.09738590800000000,0.121217832
2847,2003,Colorado,15-19,4447892,4014730,433162,2467269,299077,2168192,17550,279397,0.09738590800000000,0.121217832
2848,2003,Colorado,20-24,4447892,4014730,433162,2467269,299077,2168192,38115,267046,0.09738590800000000,0.121217832
2849,2003,Colorado,25-29,4447892,4014730,433162,2467269,299077,2168192,63272,275538,0.09738590800000000,0.121217832
2850,2003,Colorado,30-34,4447892,4014730,433162,2467269,299077,2168192,55903,301932,0.09738590800000000,0.121217832
2851,2003,Colorado,35-39,4447892,4014730,433162,2467269,299077,2168192,59205,276415,0.09738590800000000,0.121217832
2852,2003,Colorado,40-44,4447892,4014730,433162,2467269,299077,2168192,39304,335020,0.09738590800000000,0.121217832
2853,2003,Colorado,45-49,4447892,4014730,433162,2467269,299077,2168192,31055,327916,0.09738590800000000,0.121217832
2854,2003,Colorado,50-54,4447892,4014730,433162,2467269,299077,2168192,24382,277721,0.09738590800000000,0.121217832
2855,2003,Colorado,55-59,4447892,4014730,433162,2467269,299077,2168192,14492,221457,0.09738590800000000,0.121217832
2856,2003,Colorado,60-64,4447892,4014730,433162,2467269,299077,2168192,11464,152193,0.09738590800000000,0.121217832
2857,2003,Colorado,65-69,4447892,4014730,433162,2467269,299077,2168192,11138,116848,0.09738590800000000,0.121217832
2858,2003,Colorado,70-74,4447892,4014730,433162,2467269,299077,2168192,9100,101050,0.09738590800000000,0.121217832
2859,2003,Colorado,75-79,4447892,4014730,433162,2467269,299077,2168192,8980,77965,0.09738590800000000,0.121217832
2860,2003,Colorado,80-84,4447892,4014730,433162,2467269,299077,2168192,2865,55949,0.09738590800000000,0.121217832
2861,2003,Colorado,85+,4447892,4014730,433162,2467269,299077,2168192,1439,35263,0.09738590800000000,0.121217832
2862,2003,Connecticut,0-4,3371241,2986644,384597,1853391,272289,1581102,2712,210566,0.11408172800000000,0.146913954
2863,2003,Connecticut,5-9,3371241,2986644,384597,1853391,272289,1581102,5194,222142,0.11408172800000000,0.146913954
2864,2003,Connecticut,10-14,3371241,2986644,384597,1853391,272289,1581102,12116,238713,0.11408172800000000,0.146913954
2865,2003,Connecticut,15-19,3371241,2986644,384597,1853391,272289,1581102,14093,197256,0.11408172800000000,0.146913954
2866,2003,Connecticut,20-24,3371241,2986644,384597,1853391,272289,1581102,25754,156589,0.11408172800000000,0.146913954
2867,2003,Connecticut,25-29,3371241,2986644,384597,1853391,272289,1581102,30154,146563,0.11408172800000000,0.146913954
2868,2003,Connecticut,30-34,3371241,2986644,384597,1853391,272289,1581102,43373,189757,0.11408172800000000,0.146913954
2869,2003,Connecticut,35-39,3371241,2986644,384597,1853391,272289,1581102,44054,226349,0.11408172800000000,0.146913954
2870,2003,Connecticut,40-44,3371241,2986644,384597,1853391,272289,1581102,40802,256608,0.11408172800000000,0.146913954
2871,2003,Connecticut,45-49,3371241,2986644,384597,1853391,272289,1581102,35897,242763,0.11408172800000000,0.146913954
2872,2003,Connecticut,50-54,3371241,2986644,384597,1853391,272289,1581102,29284,204925,0.11408172800000000,0.146913954
2873,2003,Connecticut,55-59,3371241,2986644,384597,1853391,272289,1581102,26538,182920,0.11408172800000000,0.146913954
2874,2003,Connecticut,60-64,3371241,2986644,384597,1853391,272289,1581102,22187,131217,0.11408172800000000,0.146913954
2875,2003,Connecticut,65-69,3371241,2986644,384597,1853391,272289,1581102,16199,93817,0.11408172800000000,0.146913954
2876,2003,Connecticut,70-74,3371241,2986644,384597,1853391,272289,1581102,10823,90435,0.11408172800000000,0.146913954
2877,2003,Connecticut,75-79,3371241,2986644,384597,1853391,272289,1581102,10243,82338,0.11408172800000000,0.146913954
2878,2003,Connecticut,80-84,3371241,2986644,384597,1853391,272289,1581102,6318,63885,0.11408172800000000,0.146913954
2879,2003,Connecticut,85+,3371241,2986644,384597,1853391,272289,1581102,8856,49801,0.11408172800000000,0.146913954
2880,2003,Delaware,0-4,792494,743942,48552,422975,35864,387111,595,53572,0.061264817,0.084789881
2881,2003,Delaware,5-9,792494,743942,48552,422975,35864,387111,809,56828,0.061264817,0.084789881
2882,2003,Delaware,10-14,792494,743942,48552,422975,35864,387111,1111,52218,0.061264817,0.084789881
2883,2003,Delaware,15-19,792494,743942,48552,422975,35864,387111,1935,46990,0.061264817,0.084789881
2884,2003,Delaware,20-24,792494,743942,48552,422975,35864,387111,3414,49575,0.061264817,0.084789881
2885,2003,Delaware,25-29,792494,743942,48552,422975,35864,387111,6070,44300,0.061264817,0.084789881
2886,2003,Delaware,30-34,792494,743942,48552,422975,35864,387111,6849,48056,0.061264817,0.084789881
2887,2003,Delaware,35-39,792494,743942,48552,422975,35864,387111,6125,52175,0.061264817,0.084789881
2888,2003,Delaware,40-44,792494,743942,48552,422975,35864,387111,4463,62021,0.061264817,0.084789881
2889,2003,Delaware,45-49,792494,743942,48552,422975,35864,387111,2982,56343,0.061264817,0.084789881
2890,2003,Delaware,50-54,792494,743942,48552,422975,35864,387111,4062,48369,0.061264817,0.084789881
2891,2003,Delaware,55-59,792494,743942,48552,422975,35864,387111,2820,40461,0.061264817,0.084789881
2892,2003,Delaware,60-64,792494,743942,48552,422975,35864,387111,2493,35386,0.061264817,0.084789881
2893,2003,Delaware,65-69,792494,743942,48552,422975,35864,387111,1703,27927,0.061264817,0.084789881
2894,2003,Delaware,70-74,792494,743942,48552,422975,35864,387111,1440,26319,0.061264817,0.084789881
2895,2003,Delaware,75-79,792494,743942,48552,422975,35864,387111,806,20779,0.061264817,0.084789881
2896,2003,Delaware,80-84,792494,743942,48552,422975,35864,387111,459,13561,0.061264817,0.084789881
2897,2003,Delaware,85+,792494,743942,48552,422975,35864,387111,416,9062,0.061264817,0.084789881
2898,2003,District of Columbia,0-4,528759,449869,78890,314330,60442,253888,827,32535,0.149198406,0.192288359
2899,2003,District of Columbia,5-9,528759,449869,78890,314330,60442,253888,1488,28721,0.149198406,0.192288359
2900,2003,District of Columbia,10-14,528759,449869,78890,314330,60442,253888,1494,27859,0.149198406,0.192288359
2901,2003,District of Columbia,15-19,528759,449869,78890,314330,60442,253888,1682,15960,0.149198406,0.192288359
2902,2003,District of Columbia,20-24,528759,449869,78890,314330,60442,253888,6375,34141,0.149198406,0.192288359
2903,2003,District of Columbia,25-29,528759,449869,78890,314330,60442,253888,13345,42563,0.149198406,0.192288359
2904,2003,District of Columbia,30-34,528759,449869,78890,314330,60442,253888,10767,39763,0.149198406,0.192288359
2905,2003,District of Columbia,35-39,528759,449869,78890,314330,60442,253888,10828,32377,0.149198406,0.192288359
2906,2003,District of Columbia,40-44,528759,449869,78890,314330,60442,253888,7193,31987,0.149198406,0.192288359
2907,2003,District of Columbia,45-49,528759,449869,78890,314330,60442,253888,5024,31543,0.149198406,0.192288359
2908,2003,District of Columbia,50-54,528759,449869,78890,314330,60442,253888,5244,29703,0.149198406,0.192288359
2909,2003,District of Columbia,55-59,528759,449869,78890,314330,60442,253888,5090,23467,0.149198406,0.192288359
2910,2003,District of Columbia,60-64,528759,449869,78890,314330,60442,253888,2951,22485,0.149198406,0.192288359
2911,2003,District of Columbia,65-69,528759,449869,78890,314330,60442,253888,2701,14890,0.149198406,0.192288359
2912,2003,District of Columbia,70-74,528759,449869,78890,314330,60442,253888,1091,14228,0.149198406,0.192288359
2913,2003,District of Columbia,75-79,528759,449869,78890,314330,60442,253888,843,12059,0.149198406,0.192288359
2914,2003,District of Columbia,80-84,528759,449869,78890,314330,60442,253888,798,8693,0.149198406,0.192288359
2915,2003,District of Columbia,85+,528759,449869,78890,314330,60442,253888,1149,6895,0.149198406,0.192288359
2916,2003,Florida,0-4,16667245,13694644,2972601,8555061,1988977,6566084,26949,1027550,0.17834987100000000,0.23249127
2917,2003,Florida,5-9,16667245,13694644,2972601,8555061,1988977,6566084,66578,1000574,0.17834987100000000,0.23249127
2918,2003,Florida,10-14,16667245,13694644,2972601,8555061,1988977,6566084,86816,1059360,0.17834987100000000,0.23249127
2919,2003,Florida,15-19,16667245,13694644,2972601,8555061,1988977,6566084,132199,915352,0.17834987100000000,0.23249127
2920,2003,Florida,20-24,16667245,13694644,2972601,8555061,1988977,6566084,195558,817696,0.17834987100000000,0.23249127
2921,2003,Florida,25-29,16667245,13694644,2972601,8555061,1988977,6566084,230053,707780,0.17834987100000000,0.23249127
2922,2003,Florida,30-34,16667245,13694644,2972601,8555061,1988977,6566084,283882,817318,0.17834987100000000,0.23249127
2923,2003,Florida,35-39,16667245,13694644,2972601,8555061,1988977,6566084,310504,905201,0.17834987100000000,0.23249127
2924,2003,Florida,40-44,16667245,13694644,2972601,8555061,1988977,6566084,302315,944800,0.17834987100000000,0.23249127
2925,2003,Florida,45-49,16667245,13694644,2972601,8555061,1988977,6566084,264044,932039,0.17834987100000000,0.23249127
2926,2003,Florida,50-54,16667245,13694644,2972601,8555061,1988977,6566084,223609,857940,0.17834987100000000,0.23249127
2927,2003,Florida,55-59,16667245,13694644,2972601,8555061,1988977,6566084,192399,754298,0.17834987100000000,0.23249127
2928,2003,Florida,60-64,16667245,13694644,2972601,8555061,1988977,6566084,182171,646708,0.17834987100000000,0.23249127
2929,2003,Florida,65-69,16667245,13694644,2972601,8555061,1988977,6566084,137973,604637,0.17834987100000000,0.23249127
2930,2003,Florida,70-74,16667245,13694644,2972601,8555061,1988977,6566084,123513,578908,0.17834987100000000,0.23249127
2931,2003,Florida,75-79,16667245,13694644,2972601,8555061,1988977,6566084,100160,537277,0.17834987100000000,0.23249127
2932,2003,Florida,80-84,16667245,13694644,2972601,8555061,1988977,6566084,65006,333971,0.17834987100000000,0.23249127
2933,2003,Florida,85+,16667245,13694644,2972601,8555061,1988977,6566084,48872,253235,0.17834987100000000,0.23249127
2934,2003,Georgia,0-4,8438710,7770959,667751,4587547,487445,4100102,5840,652425,0.079129512,0.106253952
2935,2003,Georgia,5-9,8438710,7770959,667751,4587547,487445,4100102,14547,587617,0.079129512,0.106253952
2936,2003,Georgia,10-14,8438710,7770959,667751,4587547,487445,4100102,28793,633877,0.079129512,0.106253952
2937,2003,Georgia,15-19,8438710,7770959,667751,4587547,487445,4100102,37021,520179,0.079129512,0.106253952
2938,2003,Georgia,20-24,8438710,7770959,667751,4587547,487445,4100102,68291,527792,0.079129512,0.106253952
2939,2003,Georgia,25-29,8438710,7770959,667751,4587547,487445,4100102,96719,518830,0.079129512,0.106253952
2940,2003,Georgia,30-34,8438710,7770959,667751,4587547,487445,4100102,103159,586411,0.079129512,0.106253952
2941,2003,Georgia,35-39,8438710,7770959,667751,4587547,487445,4100102,92892,603631,0.079129512,0.106253952
2942,2003,Georgia,40-44,8438710,7770959,667751,4587547,487445,4100102,70321,604974,0.079129512,0.106253952
2943,2003,Georgia,45-49,8438710,7770959,667751,4587547,487445,4100102,50417,564561,0.079129512,0.106253952
2944,2003,Georgia,50-54,8438710,7770959,667751,4587547,487445,4100102,34461,498518,0.079129512,0.106253952
2945,2003,Georgia,55-59,8438710,7770959,667751,4587547,487445,4100102,22648,414258,0.079129512,0.106253952
2946,2003,Georgia,60-64,8438710,7770959,667751,4587547,487445,4100102,16828,308919,0.079129512,0.106253952
2947,2003,Georgia,65-69,8438710,7770959,667751,4587547,487445,4100102,7943,239932,0.079129512,0.106253952
2948,2003,Georgia,70-74,8438710,7770959,667751,4587547,487445,4100102,8751,191862,0.079129512,0.106253952
2949,2003,Georgia,75-79,8438710,7770959,667751,4587547,487445,4100102,4380,155697,0.079129512,0.106253952
2950,2003,Georgia,80-84,8438710,7770959,667751,4587547,487445,4100102,3306,88889,0.079129512,0.106253952
2951,2003,Georgia,85+,8438710,7770959,667751,4587547,487445,4100102,1434,72587,0.079129512,0.106253952
2952,2003,Hawaii,0-4,1221885,1013699,208186,653086,146471,506615,1197,84043,0.17038101,0.22427521
2953,2003,Hawaii,5-9,1221885,1013699,208186,653086,146471,506615,2664,76225,0.17038101,0.22427521
2954,2003,Hawaii,10-14,1221885,1013699,208186,653086,146471,506615,3196,79680,0.17038101,0.22427521
2955,2003,Hawaii,15-19,1221885,1013699,208186,653086,146471,506615,7669,70682,0.17038101,0.22427521
2956,2003,Hawaii,20-24,1221885,1013699,208186,653086,146471,506615,13970,65956,0.17038101,0.22427521
2957,2003,Hawaii,25-29,1221885,1013699,208186,653086,146471,506615,17049,58444,0.17038101,0.22427521
2958,2003,Hawaii,30-34,1221885,1013699,208186,653086,146471,506615,18223,65754,0.17038101,0.22427521
2959,2003,Hawaii,35-39,1221885,1013699,208186,653086,146471,506615,16876,62178,0.17038101,0.22427521
2960,2003,Hawaii,40-44,1221885,1013699,208186,653086,146471,506615,21548,78648,0.17038101,0.22427521
2961,2003,Hawaii,45-49,1221885,1013699,208186,653086,146471,506615,20963,75182,0.17038101,0.22427521
2962,2003,Hawaii,50-54,1221885,1013699,208186,653086,146471,506615,21483,65893,0.17038101,0.22427521
2963,2003,Hawaii,55-59,1221885,1013699,208186,653086,146471,506615,15460,59273,0.17038101,0.22427521
2964,2003,Hawaii,60-64,1221885,1013699,208186,653086,146471,506615,14869,41243,0.17038101,0.22427521
2965,2003,Hawaii,65-69,1221885,1013699,208186,653086,146471,506615,12168,28596,0.17038101,0.22427521
2966,2003,Hawaii,70-74,1221885,1013699,208186,653086,146471,506615,8079,33130,0.17038101,0.22427521
2967,2003,Hawaii,75-79,1221885,1013699,208186,653086,146471,506615,6596,33080,0.17038101,0.22427521
2968,2003,Hawaii,80-84,1221885,1013699,208186,653086,146471,506615,2806,23786,0.17038101,0.22427521
2969,2003,Hawaii,85+,1221885,1013699,208186,653086,146471,506615,3370,11906,0.17038101,0.22427521
2970,2003,Idaho,0-4,1333165,1254426,78739,676251,51877,624374,2069,101421,0.059061707000000000,0.076712641
2971,2003,Idaho,5-9,1333165,1254426,78739,676251,51877,624374,3922,92889,0.059061707000000000,0.076712641
2972,2003,Idaho,10-14,1333165,1254426,78739,676251,51877,624374,2620,103097,0.059061707000000000,0.076712641
2973,2003,Idaho,15-19,1333165,1254426,78739,676251,51877,624374,6659,95621,0.059061707000000000,0.076712641
2974,2003,Idaho,20-24,1333165,1254426,78739,676251,51877,624374,9357,91675,0.059061707000000000,0.076712641
2975,2003,Idaho,25-29,1333165,1254426,78739,676251,51877,624374,9899,79141,0.059061707000000000,0.076712641
2976,2003,Idaho,30-34,1333165,1254426,78739,676251,51877,624374,12806,77875,0.059061707000000000,0.076712641
2977,2003,Idaho,35-39,1333165,1254426,78739,676251,51877,624374,6831,76506,0.059061707000000000,0.076712641
2978,2003,Idaho,40-44,1333165,1254426,78739,676251,51877,624374,8249,90595,0.059061707000000000,0.076712641
2979,2003,Idaho,45-49,1333165,1254426,78739,676251,51877,624374,5911,92068,0.059061707000000000,0.076712641
2980,2003,Idaho,50-54,1333165,1254426,78739,676251,51877,624374,3173,83841,0.059061707000000000,0.076712641
2981,2003,Idaho,55-59,1333165,1254426,78739,676251,51877,624374,3217,67913,0.059061707000000000,0.076712641
2982,2003,Idaho,60-64,1333165,1254426,78739,676251,51877,624374,1791,56435,0.059061707000000000,0.076712641
2983,2003,Idaho,65-69,1333165,1254426,78739,676251,51877,624374,855,40250,0.059061707000000000,0.076712641
2984,2003,Idaho,70-74,1333165,1254426,78739,676251,51877,624374,665,33785,0.059061707000000000,0.076712641
2985,2003,Idaho,75-79,1333165,1254426,78739,676251,51877,624374,429,32004,0.059061707000000000,0.076712641
2986,2003,Idaho,80-84,1333165,1254426,78739,676251,51877,624374,286,22993,0.059061707000000000,0.076712641
